Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Diflubenzuron;Piriproxyfen;Etocinque;Amplat;Proxilar;Exit 100;Veloxidin;Porter;AcquaPy;Roltab;Cipekill EC;Aqua k-othrine;Sumilarv;Bifemite;Cymina plus;Sandokan ?;Rotryn 200;Diflox;Microsin;Juvenox sc 15;Cyperbase;Permebase;Permex 22 E;Cipex 10 E;Bio Revanol;Rotryn 50;Green larv;Flubex;Garban;Tator;Pertrin S;Vectobac dt;B. Thuringensis;Permaplus;Cipertrin;Solfac;Nexa;K othrine flow 25;Device TB 2;Ekoset;Difenax ?;Olio neem;Piretro;K othrine AL;Metoprene;Delta Super;Cidomax;Decapy flow;Deltrin flow;Skcetal ?;Altogran;Deltabios;Fenthrin;Ciperwall;Aedex;Adicip 10;Zammo ?;Wacip 1000;Zagorp ?;Romal 65;Baycidal;Deadyna;Boxtar;Petrini L;Cipermetrina;Tetrametrina;Pluricid;Murelle;Permetrina;Permesol;Sandokan Bio Tiger;Delta Kill Flow;Tetraprem ABD;Toolex;Crackdown Rapid;Crackdown Ultra
Via Val Maggia 146;00141;RM;Roma;3;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Magnetite 33;00158;RM;Roma;4;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Val Maggia 56;00141;RM;Roma;3;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Guelfo Civinini 23/24;00141;RM;Roma;3;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Val Maira 75;00141;RM;Roma;3;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Stimigliano 5;00199;RM;Roma;2;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Magnetite 23;00158;RM;Roma;4;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dell'Acqua Paola 19;00168;RM;Roma;14;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Fonte di Fauno 12;00153;RM;Roma;1;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Jonio 359;00141;RM;Roma;3;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Val di Non 18;00141;RM;Roma;3;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Val di Non 37;00141;RM;Roma;3;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Val di Non 39;00141;RM;Roma;3;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Luciano Zuccoli 21;00137;RM;Roma;3;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Valmarana 16;00139;RM;Roma;3;Italia;Larvicida e adulticida;8;3;apr-14;ott-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Colli della Serpentara 15;00139;RM;Roma;3;Italia;Larvicida e adulticida;4;4;30/05/2014;15/09/2014;30/05/2014;15/09/2014;mensile;mensile;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Carlo Emilio Gadda 151;00143;RM;Roma;9;Italia;Larvicida e adulticida;5;5;28/05/2014;01/09/2014;28/05/2014;01/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Carlo Emilio Gadda 157;00143;RM;Roma;9;Italia;Larvicida e adulticida;5;5;28/05/2014;01/09/2014;28/05/2014;01/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Carlo Emilio Gadda 165;00143;RM;Roma;9;Italia;Larvicida e adulticida;5;5;28/05/2014;01/09/2014;28/05/2014;01/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Carlo Emilio Gadda 167/169;00143;RM;Roma;9;Italia;Larvicida e adulticida;5;5;28/05/2014;01/09/2014;28/05/2014;01/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Santa Beatrice 84;00148;RM;Roma;11;Italia;Larvicida e adulticida;5;5;28/05/2014;01/09/2014;28/05/2014;01/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ostiense 150;00154;RM;Roma;8;Italia;Larvicida e adulticida;3;1;lug-14;set-14;lug-14;set-14;20-25 giorni;20-25 giorni;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Menofilo 58;00178;RM;Roma;7;Italia;Adulticida;0;4;-;-;lug-14;set-14;-;20-25 giorni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale di Trastevere 301;00153;RM;Roma;12;Italia;Larvicida e adulticida;4;4;mag-14;set-14;mag-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Filippo Chiappini 16;00153;RM;Roma;12;Italia;Larvicida e adulticida;4;4;mag-14;set-14;mag-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ponte Buggianese 28;00148;RM;Roma;11;Italia;Adulticida;0;3;-;-;mag-14;set-14;-;40 giorni;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giovanni Battista Gisleni 21;00163;RM;Roma;12;Italia;Adulticida;0;4;-;-;giu-14;set-14;-;mensile;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Parini 2;00152;RM;Roma;12;Italia;Adulticida;0;2;-;-;lug-14;ago-14;-;mensile;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giano Parrasio 6;00152;RM;Roma;12;Italia;Adulticida;0;2;-;-;lug-14;ago-14;-;mensile;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via San Cipriano 49;00136;RM;Roma;14;Italia;Larvicida e adulticida;1;3;mag-14;mag-14;lug-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ettore Rolli 46;00153;RM;Roma;12;Italia;Larvicida e adulticida;1;3;mag-14;mag-14;lug-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Basilio Bricci 39;00152;RM;Roma;12;Italia;Larvicida e adulticida;1;1;giu-14;lug-14;giu-14;lug-14;1 volta;1 volta;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giovanni da Castel bolognese 30/32;00153;RM;Roma;12;Italia;Larvicida e adulticida;2;2;mag-14;lug-14;mag-14;lug-14;mensile;mensile;;;;;;;;;;;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;
Via della Rustica 256;00155;RM;Roma;5;Italia;Larvicida e adulticida;5;4;23/04/2014;06/08/2014;12/05/2014;06/08/2014;4 settimane;4 settimane;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;
Via Achille Vertunni 161;00155;RM;Roma;5;Italia;Larvicida e adulticida;4;4;21/06/2014;13/09/2014;21/06/2014;13/09/2014;4 settimane;4 settimane;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Macerata 71;00176;RM;Roma;5;Italia;Larvicida e adulticida;4;-;16/06/2014;10/09/2014;-;-;4 settimane;-;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Vitellia 55;00152;RM;Roma;12;Italia;Larvicida e adulticida;2;2;26/05/2014;30/07/2014;26/05/2014;30/07/2014;8 settimane;8 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Ugo de Carolis 22;00136;RM;Roma;14;Italia;Larvicida e adulticida;2;2;26/05/2014;30/07/2014;26/05/2014;30/07/2014;8 settimane;8 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Piazza della Trasfigurazione 8;00151;RM;Roma;12;Italia;Larvicida;2;0;11/07/2014;12/09/2014;-;-;2 settimane;-;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mario Lizzani 59-67-77;00169;RM;Roma;6;Italia;Larvicida e adulticida;4;4;mag-14;ago-14;giu-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;x;x;;;;;;;;;;;;;;;;;;;
Viale Spartaco 82;00174;RM;Roma;7;Italia;Larvicida e adulticida;3;3;lug-14;set-14;lug-14;set-14;mensile;mensile;;;;;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Raffaele Garofalo 34;00173;RM;Roma;7;Italia;Larvicida e adulticida;3;3;lug-14;set-14;lug-14;set-14;mensile;mensile;;;;x;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Fosso dell'Acqua Mariana 42;00118;RM;Roma;7;Italia;Larvicida e adulticida;3;3;lug-14;set-14;lug-14;set-14;20-25 giorni;20-25 giorni;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ubaldo Comandini 29/a;00173;RM;Roma;7;Italia;Larvicida e adulticida;3;3;lug-14;set-14;lug-14;set-14;20-25 giorni;20-25 giorni;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Sante Vandi 65;00173;RM;Roma;7;Italia;Larvicida e adulticida;3;3;lug-14;set-14;lug-14;set-14;mensile;mensile;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;
Via del Vantaggio 37;00186;RM;Roma;1;Italia;Larvicida;6;0;17/07/2014;16/10/2014;-;-;;-;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Lupa 11;00186;RM;Roma;1;Italia;Larvicida;6;0;17/07/2014;16/10/2014;-;-;;-;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Arese 11;00149;RM;Roma;12;Italia;Larvicida e adulticida;5;5;giu-14;ott-14;giu-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Bruno Buozzi 109;00197;RM;Roma;2;Italia;Larvicida e adulticida;5;5;giu-14;ott-14;giu-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Antonio Gramsci 14;00197;RM;Roma;2;Italia;Larvicida e adulticida;5;5;giu-14;ott-14;giu-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Luigi Rizzo 36;00138;RM;Roma;1;Italia;Larvicida e adulticida;5;5;giu-14;ott-14;giu-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Torquato Taramelli 32;00197;RM;Roma;2;Italia;Larvicida e adulticida;5;5;giu-14;ott-14;giu-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ettore Ximenes 16;00197;RM;Roma;2;Italia;Larvicida e adulticida;5;5;giu-14;ott-14;giu-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giacinta Pezzana 13;00197;RM;Roma;2;Italia;Larvicida e adulticida;5;5;giu-14;ott-14;giu-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Monterosi 28;00191;RM;Roma;15;Italia;Larvicida e adulticida;5;5;giu-14;ott-14;giu-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Castelfranco Veneto 12;00191;RM;Roma;15;Italia;Larvicida e adulticida;5;5;giu-14;ott-14;giu-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Domenico Cirillo 15;00197;RM;Roma;2;Italia;Larvicida e adulticida;5;5;giu-14;ott-14;giu-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Santa Melania 3;00153;RM;Roma;1;Italia;Larvicida e adulticida;5;5;giu-14;ott-14;giu-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via del Casale Fainelli;00157;RM;Roma;4;Italia;Larvicida e adulticida;5;5;giu-14;ott-14;giu-14;ott-14;mensile;mensile;;;;x;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Arturo Onofri 60;00139;RM;Roma;3;Italia;Larvicida e adulticida;2;4;18/06/2014;18/07/2014;18/06/2014;27/08/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
Via Isonzo 42 a;00198;RM;Roma;2;Italia;Larvicida e adulticida;7;7;01/05/2014;20/11/2014;01/05/2014;20/11/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Isonzo 42 b;00198;RM;Roma;2;Italia;Larvicida e adulticida;7;7;01/05/2014;20/11/2014;01/05/2014;20/11/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Isonzo 42 c;00198;RM;Roma;2;Italia;Larvicida e adulticida;7;7;01/05/2014;20/11/2014;01/05/2014;20/11/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Isonzo 42 d;00198;RM;Roma;2;Italia;Larvicida e adulticida;7;7;01/05/2014;20/11/2014;01/05/2014;20/11/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Venezia Giulia 132;00177;RM;Roma;5;Italia;Larvicida e adulticida;2;2;14/06/2014;25/07/2014;14/06/2014;25/07/2014;20 giorni;20 giorni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Bruno de Finetti 153;00134;RM;Roma;9;Italia;Larvicida e adulticida;4;4;12/06/2014;10/09/2014;12/06/2014;10/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Guardiagrele 2-10;00132;RM;Roma;6;Italia;Larvicida;12;0;01/05/2014;30/10/2014;-;-;15 giorni;15 giorni;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giarre 111;00133;RM;Roma;6;Italia;Larvicida e adulticida;4;4;26/05/2014;09/09/2014;26/05/2014;09/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dell'Aquila Reale 45-47;00169;RM;Roma;6;Italia;Larvicida e adulticida;5;3;feb-14;mag-14;mag-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Berio 50-58;00155;RM;Roma;5;Italia;Larvicida e adulticida;5;3;feb-14;mag-14;mag-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via del Pellicano 25;00169;RM;Roma;6;Italia;Larvicida e adulticida;5;3;feb-14;mag-14;mag-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Tuscolana 667;00174;RM;Roma;7;Italia;Larvicida e adulticida;5;3;feb-14;mag-14;mag-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Valadier 43;00193;RM;Roma;1;Italia;Larvicida e adulticida;5;3;feb-14;mag-14;mag-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Casilina 991;00172;RM;Roma;5;Italia;Larvicida e adulticida;5;3;feb-14;mag-14;mag-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ginanni 43/b;00169;RM;Roma;6;Italia;Larvicida e adulticida;5;3;feb-14;mag-14;mag-14;ott-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Antonio Silvani 32;00139;RM;Roma;3;Italia;Larvicida e adulticida;4;4;lug-14;set-14;lug-14;set-14;mensile;mensile;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Apuania 57;00162;RM;Roma;2;Italia;Larvicida e adulticida;1;1;mag-14;mag-14;mag-14;mag-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Arno 89;00198;RM;Roma;2;Italia;Larvicida e adulticida;1;1;mag-14;mag-14;mag-14;mag-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Apuania 12;00162;RM;Roma;2;Italia;Larvicida e adulticida;2;2;mag-14;mag-14;giu-14;giu-14;40 giorni;40 giorni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Apuania 14;00162;RM;Roma;2;Italia;Larvicida e adulticida;2;2;mag-14;mag-14;giu-14;giu-14;40 giorni;40 giorni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Apuania 13;00162;RM;Roma;2;Italia;Larvicida e adulticida;2;2;mag-14;mag-14;giu-14;giu-14;40 giorni;40 giorni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Friggeri 106;00136;RM;Roma;14;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Paolo Emilio 71;00192;RM;Roma;1;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Edorado AlmagiÖ 10;00122;RM;Roma;10;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Balduina 59;00136;RM;Roma;14;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Bruxelles 20;00198;RM;Roma;2;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Circonvallazione Clodia 102;00195;RM;Roma;1;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Condotti 23;00187;RM;Roma;1;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
