NUMERO ESERCIZIO;DATA INIZIO;CODICE_VIA;DESCRIZIONE VIA;CIVICO;ESP CIVICO;SUPERFICIE TOTALE;CODICE MACRO ATTIVITA;DESCRIZIONE ATTIVITA;TIPO ATTIVITA;DESCRIZIONE ATTIVITA;CODICE SPECIALIZZAZIONE;DESCRIZIONE SPECIALIZZAZIONE;SETTORE ALIMENTARE;SETTORE NON ALIMENTARE
1008;19960514;6491;VICOLO ANGUILLARESE;74; ;46.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1009;19930408;24167;VIA CASSIA;1766; ;25.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1010;19841201;45584;VIA FRANCESCO SAVERIO NITTI;52; ;52.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1011;19970103;111331;VIA VEIENTANA VETERE;25; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1012;20040426;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
1013;20040419;40260;VIA FERDINANDO GALIANI;52; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1014;20040419;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
1015;20040419;110321;VIA DI VALLE MURICANA;407; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
1016;20040420;24167;VIA CASSIA;1110; ;0.0;1;COMMERCIO IN SEDE FISSA;4;VENDITA PER CORRISPONDENZA,TELEVISIONE O ALTRO;0;; ; 
1017;20040406;108252;VIA TUSCIA;57; ;23.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
1018;20040422;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
1019;20040422;541;VIA ACHILLE LORIA;9; ;80.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1020;19850116;56843;VIA DELLA GIUSTINIANA;4; ;43.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1022;19990514;24167;VIA CASSIA;1360; ;530.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
1023;19980318;118086;VIA ANTON GIULIO BRAGAGLIA;31;E;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
727;19950803;112167;VIA VIBIO MARIANO;15;C;120.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
728;20040304;56843;VIA DELLA GIUSTINIANA;154; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
729;19810106;113586;VIA DI VILLA SEVERINI;28;A;34.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
730;20000128;112167;VIA VIBIO MARIANO;49; ;48.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
731;19860607;12421;VIA DI BACCANELLO;292;D;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
732;19611130;79992;VIA DEGLI ORTI DELLA FARNESINA;146; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
733;19770203;32643;VIA DALMINE;66; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
734;19950525;124278;VIA SIZIANO;72; ;96.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
735;20040325;39293;VIA DELLA FARNESINA;33; ;57.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
736;20040325;110321;VIA DI VALLE MURICANA;681; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
737;19890715;24167;VIA CASSIA;1271; ;46.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
738;19820628;99707;VIA AL SESTO MIGLIO;72; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
739;19850301;47476;VIALE DELLE GALLINE BIANCHE;0; ;73.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
740;19751006;47476;VIALE DELLE GALLINE BIANCHE;0; ;120.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
742;19751124;57893;VIA DI GROTTAROSSA;31; ;110.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
743;19961203;24167;VIA CASSIA;1001;B;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
744;20010109;8305;VIA ANTONIO SERRA;26;D;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
745;19751124;20231;VIA CAPRAROLA;22; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
747;19761113;34892;VIA DEI DUE PONTI;198;A;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
748;19991125;110321;VIA DI VALLE MURICANA;167; ;100.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
749;19770719;57893;VIA DI GROTTAROSSA;40;A;65.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
750;19960919;24167;VIA CASSIA;684; ;26.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
751;19941125;130121;VIA TRIBIANO;37; ;105.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
752;19950529;31671;VIA COSTANTINIANA;84; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
753;19990525;42754;VIA FORMELLESE;31; ;80.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
754;20000515;153593;VIA MOGGIO UDINESE;46; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
755;19980313;16357;VIA BRACCIANENSE;13; ;115.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
757;19991201;107767;VIA TRIONFALE;13840; ;52.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
759;20040312;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
761;19941128;112167;VIA VIBIO MARIANO;44; ;180.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
762;19930603;112167;VIA VIBIO MARIANO;82;A;38.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
763;20010403;12430;VIA BACCANO;39; ;33.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
764;19761026;20163;VIA DELLA CAPPELLETTA DELLA GIUSTI;18;B;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
865;19930408;56843;VIA DELLA GIUSTINIANA;52; ;35.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
866;20010118;15037;VIA BEVAGNA;38; ;52.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
868;19830801;112695;VIA DI VIGNA STELLUTI;151; ;119.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
869;19850830;132963;VIA VITTORIO DE SICA;48; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
870;19760301;24167;VIA CASSIA;16350; ;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
871;19930326;102003;VIA DELLA STAZIONE DI CESANO;420;D;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
872;19750707;24167;VIA CASSIA;10; ;45.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
874;19960125;57970;VIA GROTTELLE;9; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
875;19851105;12421;VIA DI BACCANELLO;316; ;260.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
876;19760918;32643;VIA DALMINE;159; ;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
877;19981215;41847;VIA FLAMINIA;573; ;59.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
878;19941110;79992;VIA DEGLI ORTI DELLA FARNESINA;197; ;47.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
879;19810319;96984;VIA SAN GODENZO;90; ;55.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
881;19950510;39293;VIA DELLA FARNESINA;113; ;86.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
882;19960306;88671;PIAZZALE DI PONTE MILVIO;18; ;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
883;20010314;41847;VIA FLAMINIA;0; ;5.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
884;19720616;88671;PIAZZALE DI PONTE MILVIO;43; ;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
886;19771011;54263;VIA GIULIO FRASCHERI;44; ;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
887;19750726;24167;VIA CASSIA;0; ;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
888;19890328;79992;VIA DEGLI ORTI DELLA FARNESINA;83; ;160.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
889;19981119;112695;VIA DI VIGNA STELLUTI;168; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
890;19720721;46002;VIA FRASSINETO;63; ;25.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
891;19720721;46002;VIA FRASSINETO;61; ;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
892;20000110;57893;VIA DI GROTTAROSSA;140;B;47.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
893;20010315;41847;VIA FLAMINIA;475; ;85.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
894;19950605;24167;VIA CASSIA;1778;H;46.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
895;20031218;159931;VIA LUIGI PLONER;13; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
896;19880126;43717;VIA FOSSO DEL POGGIO;33; ;82.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
897;19920206;45584;VIA FRANCESCO SAVERIO NITTI;29; ;110.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
898;19940810;56843;VIA DELLA GIUSTINIANA;4; ;45.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
899;19820319;0;;0;;134.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
693;19940311;39293;VIA DELLA FARNESINA;134; ;35.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
694;19850131;60785;VIA DEL LABARO;7; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
695;19890220;20163;VIA DELLA CAPPELLETTA DELLA GIUSTI;35; ;55.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
696;19630813;101190;BORGO DI SOPRA;2; ;35.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
697;19690213;41847;VIA FLAMINIA;456; ;33.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
698;19671106;24167;VIA CASSIA;1729; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
699;19840310;68596;LARGO MARESCIALLO DIAZ;18; ;35.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
826;19960327;24167;VIA CASSIA;706; ;15.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
827;19820603;0;;0;;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
829;19851231;106063;VIALE DI TOR DI QUINTO;0; ;10.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
830;19770209;39293;VIA DELLA FARNESINA;251; ;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
832;20010807;107767;VIA TRIONFALE;13840; ;38.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
833;19990624;34892;VIA DEI DUE PONTI;222;A;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
834;19951213;57893;VIA DI GROTTAROSSA;151; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
835;19960529;113278;VIA DELLA VILLA DI LIVIA;113; ;48.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
836;19820408;79815;VIA ORREA;63; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
837;19921230;24167;VIA CASSIA;1281; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
839;19860409;118086;VIA ANTON GIULIO BRAGAGLIA;19;E;90.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
840;20000907;57893;VIA DI GROTTAROSSA;124;A;95.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
842;20040323;41012;PIAZZA FILIPPO CARLI;23; ;65.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
843;19971027;24167;VIA CASSIA;2040;B;200.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
844;19850329;43717;VIA FOSSO DEL POGGIO;82; ;45.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
845;19930216;24167;VIA CASSIA;557;C;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
846;20000627;57893;VIA DI GROTTAROSSA;137; ;80.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
847;19760116;76991;VIA NEMEA;41; ;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
849;19980928;155513;VIA DOMENICO FALCIONI;7; ;130.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
850;20040316;8305;VIA ANTONIO SERRA;67; ;120.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
851;19970410;28699;VIA CIVITELLA D'AGLIANO;23; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
852;19751110;57893;VIA DI GROTTAROSSA;88; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
853;19761216;66909;VIA MAFFEO PANTALEONI;7; ;2.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
854;19880413;79992;VIA DEGLI ORTI DELLA FARNESINA;110; ;95.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
855;19880502;24167;VIA CASSIA;17200; ;34.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
856;20040309;79992;VIA DEGLI ORTI DELLA FARNESINA;148; ;48.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
857;20040304;57893;VIA DI GROTTAROSSA;130; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
858;20040301;76111;VIA MORRO REATINO;5; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
859;20040309;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
860;20040301;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
861;20020117;16357;VIA BRACCIANENSE;117; ;121.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;3;ALTRO (MINIMERCATI,PRODOTTI SURGELATI,.....);ALIMENTARE;NON ALIMENTARE
862;20040330;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
863;19790615;65175;VIA LUIGI BODIO;73; ;50.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
864;19821129;31031;VIA DI S. CORNELIA;260; ;248.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;10;ALTRI ESERCIZI SPECIALIZZATI ALIMENTARI (DROGHERIE, SALUMERIE, PIZZICHERIE, CAFFE, ALTRO;ALIMENTARE;NON ALIMENTARE
700;19990907;39293;VIA DELLA FARNESINA;27;A;62.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
701;19780421;15037;VIA BEVAGNA;29; ;25.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
702;19990504;153593;VIA MOGGIO UDINESE;38; ;82.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
703;19690520;113278;VIA DELLA VILLA DI LIVIA;66; ;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
704;19940321;110505;VIA VALLE DELLA STORTA;19; ;58.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
706;19930208;102003;VIA DELLA STAZIONE DI CESANO;359; ;110.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
707;20000801;118086;VIA ANTON GIULIO BRAGAGLIA;21;H;180.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
708;19890511;110321;VIA DI VALLE MURICANA;415; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
710;20010927;133793;VIA VINCENZO TIERI;125; ;55.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
711;19980123;153551;VIA MAGNANO IN RIVIERA;38; ;52.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
712;20010329;50913;VIA S. GIOVANNA ELISABETTA;32;D;65.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
714;19990412;50913;VIA S. GIOVANNA ELISABETTA;32;C;65.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
715;19980903;39293;VIA DELLA FARNESINA;155; ;90.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
716;19970515;22990;VIA CASALE GHELLA;31; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
718;19920808;96580;VIA SALVATORE TRINCHESE;14; ;100.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
719;19910128;112167;VIA VIBIO MARIANO;3; ;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
720;19971113;31031;VIA DI S. CORNELIA;268; ;45.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
721;20000321;102003;VIA DELLA STAZIONE DI CESANO;561;A;125.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
722;20040407;22990;VIA CASALE GHELLA;45; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
723;19950201;12421;VIA DI BACCANELLO;118;A;45.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
724;19910724;24167;VIA CASSIA;668; ;37.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
725;19990617;24167;VIA CASSIA;1333;A;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
726;19860808;111331;VIA VEIENTANA VETERE;259; ;45.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
5849;20130220;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
5850;20121221;34892;VIA DEI DUE PONTI;181; ;205.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
5851;20130226;63966;VIA LUBRIANO;38; ;27.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
5852;20130226;24167;VIA CASSIA;1756; ;33.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
5853;20130220;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
5854;20121214;15037;VIA BEVAGNA;38; ;39.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
5855;20130227;8305;VIA ANTONIO SERRA;33;B;52.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;2;GELATERIA; ; 
5857;20121214;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
5858;20130115;108252;VIA TUSCIA;17; ;50.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
5859;20121210;56843;VIA DELLA GIUSTINIANA;83; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
5860;20121205;95480;VIA RUBRA;19; ;0.0;1;COMMERCIO IN SEDE FISSA;5;VENDITA PRESSO IL DOMICILIO DEI CONSUMATORI;0;; ; 
5861;20130301;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
5862;20130305;107767;VIA TRIONFALE;13840; ;25.7;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
5863;20130304;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
5864;20130228;94418;VIA ROCCAPORENA;12; ;46.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
5865;20130306;132963;VIA VITTORIO DE SICA;6; ;53.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;2;GELATERIA; ; 
5866;20130227;41847;VIA FLAMINIA;508; ;14811.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
5867;20130104;75864;VIA DEI MONTI DELLA VALCHETTA;78;A;90.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
