NUMERO ESERCIZIO;DATA INIZIO;CODICE_VIA;DESCRIZIONE VIA;CIVICO;ESP CIVICO;SUPERFICIE TOTALE;CODICE MACRO ATTIVITA;DESCRIZIONE ATTIVITA;TIPO ATTIVITA;DESCRIZIONE ATTIVITA;CODICE SPECIALIZZAZIONE;DESCRIZIONE SPECIALIZZAZIONE;SETTORE ALIMENTARE;SETTORE NON ALIMENTARE
6545;20141024;155513;VIA DOMENICO FALCIONI;4; ;1780.0;3;PUBBLICI ESERCIZI;22;SOMM. ATTIVITA' DI SVAGO(LR 21/2006 ART.6 c.1 l.a);0;;ALIMENTARE;NON ALIMENTARE
6546;20141017;113278;VIA DELLA VILLA DI LIVIA;106; ;35.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
6547;20141017;41847;VIA FLAMINIA;660; ;103.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6548;20141017;41847;VIA FLAMINIA;660; ;95.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;22;ALTRO; ; 
6549;20141013;56843;VIA DELLA GIUSTINIANA;77;C;39.37;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;16;PRODOTTI TESSILI E BIANCHERIA; ;NON ALIMENTARE
6550;20141006;112167;VIA VIBIO MARIANO;86;A;28.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;10;ALTRI ESERCIZI SPECIALIZZATI ALIMENTARI (DROGHERIE, SALUMERIE, PIZZICHERIE, CAFFE, ALTRO;ALIMENTARE;NON ALIMENTARE
6551;20141013;12421;VIA DI BACCANELLO;275;B;80.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
6552;20141110;6480;VIA ANGUILLARESE;180; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
6553;20141013;96984;VIA SAN GODENZO;27;A;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ; 
6555;20141028;93152;VIA RIANO;7; ;52.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
6557;20100810;106063;VIALE DI TOR DI QUINTO;35;1;400.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6558;20141028;93152;VIA RIANO;7; ;32.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
6559;20141030;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6560;20141106;54263;VIA GIULIO FRASCHERI;83; ;48.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;4;FRUTTA E VERDURA;ALIMENTARE; 
6561;20141105;114466;PIAZZA DELLA VISIONE;5; ;60.45;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;4;FRUTTA E VERDURA;ALIMENTARE; 
6562;20141107;118086;VIA ANTON GIULIO BRAGAGLIA;29; ;65.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
6563;20141121;133807;VIA AGOSTINO SCALI;81; ;0.0;1;COMMERCIO IN SEDE FISSA;3;COMMERCIO ELETTRONICO;0;; ; 
4277;20060801;107767;VIA TRIONFALE;14053; ;74.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;17;ARTICOLI DI ABBIGLIAMENTO E ACCESSORI, PELLICCERIE; ;NON ALIMENTARE
4278;20060621;56843;VIA DELLA GIUSTINIANA;203; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;43;LAVANDERIA; ; 
4279;20060801;56843;VIA DELLA GIUSTINIANA;98; ;350.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;20;ELETTRODOMESTICI, RADIO, TELEVISORI, DISCHI, STRUMENTI MUSICALI; ;NON ALIMENTARE
4280;20060801;104720;VIA TIBERINA;210;B;235.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;21;FERRAMENTA, VERNICI, GIARDINAGGIO, ARTICOLI IGIENICO SANITARI E DA COSTRUZIONE; ;NON ALIMENTARE
4281;20060605;110321;VIA DI VALLE MURICANA;681; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;10;ALTRI ESERCIZI SPECIALIZZATI ALIMENTARI (DROGHERIE, SALUMERIE, PIZZICHERIE, CAFFE, ALTRO;ALIMENTARE; 
4282;20060615;20231;VIA CAPRAROLA;23; ;75.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;10;ALTRI ESERCIZI SPECIALIZZATI ALIMENTARI (DROGHERIE, SALUMERIE, PIZZICHERIE, CAFFE, ALTRO;ALIMENTARE;NON ALIMENTARE
4283;20060927;57893;VIA DI GROTTAROSSA;119; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;4;PIZZERIA AL TAGLIO; ; 
4284;20060620;56843;VIA DELLA GIUSTINIANA;994; ;36.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;8;BEVANDE (VINI, OLI BIRRA E ALTRE);ALIMENTARE; 
4285;20061003;54560;VIA DEI GIUOCHI ISTMICI;1; ;75.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;17;MECCANICI; ; 
4286;20060620;24167;VIA CASSIA;652; ;150.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
4287;20060904;104720;VIA TIBERINA;0; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4288;20060620;24167;VIA CASSIA;1793;C;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
4289;20060912;104720;VIA TIBERINA;210; ;420.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
4290;20060904;88671;PIAZZALE DI PONTE MILVIO;12;A;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
4291;20060628;41847;VIA FLAMINIA;532; ;160.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4292;20060620;24167;VIA CASSIA;2040; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
4293;20060906;41012;PIAZZA FILIPPO CARLI;11; ;0.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4294;20060608;34892;VIA DEI DUE PONTI;227;D;25.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
4295;20060810;41847;VIA FLAMINIA;454; ;25.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;10;ALTRI ESERCIZI SPECIALIZZATI ALIMENTARI (DROGHERIE, SALUMERIE, PIZZICHERIE, CAFFE, ALTRO;ALIMENTARE; 
4296;20060921;24167;VIA CASSIA;2010; ;63.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4297;20060914;24167;VIA CASSIA;876; ;25.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
4298;20060926;111331;VIA VEIENTANA VETERE;262; ;35.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4299;20061005;8305;VIA ANTONIO SERRA;81; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;22;ALTRO; ; 
4300;20060915;79992;VIA DEGLI ORTI DELLA FARNESINA;116;A;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4301;20060918;3872;VIA ALESSANDRO ZANNETTI;4;A;29.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4302;20060928;134622;VIA SOVRAMONTE;25; ;85.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4303;20060904;24916;VIA CASTELNUOVO DI PORTO;1416; ;200.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4304;20061017;79992;VIA DEGLI ORTI DELLA FARNESINA;154; ;80.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;18;BOUFFET FREDDO; ; 
4305;20060926;40260;VIA FERDINANDO GALIANI;14; ;45.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4306;20060912;79992;VIA DEGLI ORTI DELLA FARNESINA;66;A;19.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
2184;19930922;31671;VIA COSTANTINIANA;40; ;16.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2185;19760402;114466;PIAZZA DELLA VISIONE;19;C;1.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2186;19801027;80310;VIA DELL'OSPEDALETTO MARZIALE;6; ;40.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2187;19841201;57893;VIA DI GROTTAROSSA;148; ;1.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2188;19961223;16357;VIA BRACCIANENSE;95; ;42.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2189;20001010;75864;VIA DEI MONTI DELLA VALCHETTA;109;A;58.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
2190;20010130;50913;VIA S. GIOVANNA ELISABETTA;4; ;71.92;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2191;20001212;43524;VIA FOSSO DEL FONTANILETTO;14;B;1.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2192;19871019;118086;VIA ANTON GIULIO BRAGAGLIA;40; ;1.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2193;19961030;31671;VIA COSTANTINIANA;79; ;113.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2194;20000801;6480;VIA ANGUILLARESE;266;A;1.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
2195;20001107;35233;VIA EDOLO;29; ;55.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
2196;19970915;49764;VIA GIANGIACOMO CARAGLIO;88;A;45.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
2197;19990928;79815;VIA ORREA;62; ;27.31;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;;ALIMENTARE;NON ALIMENTARE
2198;19810616;41847;VIA FLAMINIA;1001; ;140.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2199;19980303;90036;VIA DEI PRATI DELLA FARNESINA;13;C;31.02;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2200;19861112;124300;VIA TEGLIO;60; ;60.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2201;19840709;110321;VIA DI VALLE MURICANA;707; ;80.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2202;19961023;24167;VIA CASSIA;0; ;52.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2203;19670307;112695;VIA DI VIGNA STELLUTI;179; ;1.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2204;19901108;76991;VIA NEMEA;37; ;70.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2205;19721209;34892;VIA DEI DUE PONTI;196;C;1.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
2206;19980202;45807;CORSO DI FRANCIA;251;B;250.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4356;20070104;8305;VIA ANTONIO SERRA;26; ;15.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4357;20070123;122302;VIA PARMENIO BETTOLI;2; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4358;20070123;45807;CORSO DI FRANCIA;209;A;105.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4359;20070125;102003;VIA DELLA STAZIONE DI CESANO;486;C;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE;NON ALIMENTARE
4360;20070206;50638;VIA GIORGIO IANNICELLI;94; ;39.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
4361;20070215;57893;VIA DI GROTTAROSSA;119; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4362;20061109;50913;VIA S. GIOVANNA ELISABETTA;4; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4363;20060112;102003;VIA DELLA STAZIONE DI CESANO;448; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4364;20070116;88671;PIAZZALE DI PONTE MILVIO;12;A;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;4;PIZZERIA AL TAGLIO; ; 
4365;20070123;122302;VIA PARMENIO BETTOLI;2; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;59;AUTOFFICINA; ; 
4368;20070212;108241;VIA TUSCANIA;29; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;30;CONFEZIONE BOMBONIERE CON CONFETTI; ; 
4187;20060328;2354;VIA ALBAVILLA;11; ;91.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;10;ALTRI ESERCIZI SPECIALIZZATI ALIMENTARI (DROGHERIE, SALUMERIE, PIZZICHERIE, CAFFE, ALTRO; ;NON ALIMENTARE
4188;20060328;102003;VIA DELLA STAZIONE DI CESANO;420;M;26.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4189;20060320;50913;VIA S. GIOVANNA ELISABETTA;34;C;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4190;20060316;12421;VIA DI BACCANELLO;315; ;238.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;7;PANE, PASTICCERIA, DOLCIUMI; ;NON ALIMENTARE
4191;20060314;60785;VIA DEL LABARO;22; ;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;4;FRUTTA E VERDURA;ALIMENTARE; 
4192;20060315;41847;VIA FLAMINIA;0; ;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;17;ARTICOLI DI ABBIGLIAMENTO E ACCESSORI, PELLICCERIE; ;NON ALIMENTARE
4193;20060306;79992;VIA DEGLI ORTI DELLA FARNESINA;193; ;160.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4194;20060309;45584;VIA FRANCESCO SAVERIO NITTI;56; ;52.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;17;ARTICOLI DI ABBIGLIAMENTO E ACCESSORI, PELLICCERIE; ;NON ALIMENTARE
4195;20060306;110321;VIA DI VALLE MURICANA;489; ;60.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
4196;20060302;104720;VIA TIBERINA;153; ;95.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
4197;20060330;24167;VIA CASSIA;1766; ;80.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;10;ALTRI ESERCIZI SPECIALIZZATI ALIMENTARI (DROGHERIE, SALUMERIE, PIZZICHERIE, CAFFE, ALTRO;ALIMENTARE; 
4198;20060328;2354;VIA ALBAVILLA;9; ;30.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
4199;20060406;154761;VIA ENZO TORTORA;121; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;46;LAVORAZIONE METALLI; ; 
4200;20060410;41847;VIA FLAMINIA;604; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4201;20060412;88671;PIAZZALE DI PONTE MILVIO;33; ;130.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4202;20060413;24167;VIA CASSIA;901;Q;78.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6509;20140926;68301;VIA MARCO BESSO;54; ;53.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6510;20140929;108252;VIA TUSCIA;59; ;34.72;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI;ALIMENTARE;NON ALIMENTARE
6512;20140918;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6513;20140923;15037;VIA BEVAGNA;76; ;120.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;16;PRODOTTI TESSILI E BIANCHERIA; ;NON ALIMENTARE
6514;20140919;54263;VIA GIULIO FRASCHERI;81; ;46.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6515;20140918;107767;VIA TRIONFALE;14099; ;36.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6516;20140912;58401;VIA GUGLIELMO PECORI GIRALDI;37; ;0.0;3;PUBBLICI ESERCIZI;25;SOMM. SCUOLE,OSPEDALI (LR 21/2006 ART. 6 c.1 l.h);0;; ; 
6517;20140915;79662;VIA ORIOLO ROMANO;240; ;0.0;3;PUBBLICI ESERCIZI;25;SOMM. SCUOLE,OSPEDALI (LR 21/2006 ART. 6 c.1 l.h);0;; ; 
6518;20140916;41847;VIA FLAMINIA;573;A;0.0;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6519;20140923;58401;VIA GUGLIELMO PECORI GIRALDI;137; ;0.0;3;PUBBLICI ESERCIZI;25;SOMM. SCUOLE,OSPEDALI (LR 21/2006 ART. 6 c.1 l.h);0;; ; 
6520;20140930;28710;VIA CIVITELLA S. PAOLO;20; ;49.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
6521;20140707;24167;VIA CASSIA;530; ;160.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
6522;20140707;24167;VIA CASSIA;901;G;83.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6523;20140709;541;VIA ACHILLE LORIA;9;B;35.52;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6524;20140724;114466;PIAZZA DELLA VISIONE;18; ;131.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
6525;20140723;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6526;20140723;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6527;20140902;41847;VIA FLAMINIA;705;A;50.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
6528;20140902;56843;VIA DELLA GIUSTINIANA;441; ;11.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);16;NOLEGGIO SENZA CONDUCENTE;0;; ; 
6529;20140901;24167;VIA CASSIA;1636; ;27.39;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
6530;20140901;24167;VIA CASSIA;1636; ;6.05;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
6531;20141010;24167;VIA CASSIA;10;B;20.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;;ALIMENTARE; 
6532;20141013;124751;VIA GUIDO CANTINI;4; ;37.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6533;20141017;112684;LARGO DI VIGNA STELLUTI;14; ;410.0;7;Ex art. 19 del D.P.R. 616/77 (T.U.L.P.S.);74;AUTORIMESSE;0;; ; 
6534;20140930;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6535;20141010;24167;VIA CASSIA;1844; ;64.0;5;ACCONCIATORI ED ESTETISTI;40;ACCONCIATORI ED ESTETISTI;0;; ; 
6536;20141020;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
6537;20140912;24167;VIA CASSIA;1698; ;409.0;3;PUBBLICI ESERCIZI;27;SOMM. CIRC. PRIV. ADERENTI  ENTI NAZ.(DPR 235/'01);0;; ; 
6538;20141029;24167;VIA CASSIA;1421; ;44.96;3;PUBBLICI ESERCIZI;20;PUBBLICI ESERCIZI;0;; ; 
6539;20141007;107767;VIA TRIONFALE;13840; ;20.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
6540;20141024;0;;0;;0.0;1;COMMERCIO IN SEDE FISSA;6;COMMERCIO PRODOTTI PER MEZZO DI APPARECCHI AUTOM.;0;;;
4260;20060606;24167;VIA CASSIA;1001;C;18.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4261;20060605;113586;VIA DI VILLA SEVERINI;14; ;98.7;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;0;; ; 
4262;20060428;111331;VIA VEIENTANA VETERE;61; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;21;AUTOLAVAGGIO; ; 
4263;20060613;132963;VIA VITTORIO DE SICA;50; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;2;GELATERIA; ; 
4264;20060703;74184;VIA MONTEFIASCONE;82; ;28.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;10;ALTRI ESERCIZI SPECIALIZZATI ALIMENTARI (DROGHERIE, SALUMERIE, PIZZICHERIE, CAFFE, ALTRO;ALIMENTARE;NON ALIMENTARE
4265;20060725;102311;VIA DELLA STAZIONE DELLA STORTA;4; ;32.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;23;ALTRI ESERCIZI SPECIALIZZATI NON ALIMENTARI (MACCHINE E ATTREZZATURE PER UFFICIO,OTTICA, FOTOGRAFIA, GIOIELLERIA, GIOCATTOLI, ARTICOLI SPORTIVI, ARTICOLI DA REGALO,COMBUSTIBILE, NATANTI, ALTRO; ;NON ALIMENTARE
4266;20060713;24167;VIA CASSIA;1412; ;3592.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
4267;20060713;45807;CORSO DI FRANCIA;247; ;215.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4268;20060725;12421;VIA DI BACCANELLO;124; ;120.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4269;20060810;32643;VIA DALMINE;101; ;53.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
4270;20060808;41847;VIA FLAMINIA;632; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4271;20060803;43717;VIA FOSSO DEL POGGIO;53; ;90.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
4272;20060803;118086;VIA ANTON GIULIO BRAGAGLIA;50; ;75.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4273;20060803;74492;PIAZZA MONTELEONE DI SPOLETO;31; ;40.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;0;; ;NON ALIMENTARE
4274;20060803;24167;VIA CASSIA;2040; ;70.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;4;FRUTTA E VERDURA;ALIMENTARE; 
4275;20060801;134354;VIA GIUSEPPE BELARDINELLI;4; ;85.0;1;COMMERCIO IN SEDE FISSA;2;ESERCIZIO DI VICINATO;12;ALTRO (VENDITA IN GRANDE VARIETA DI PRODOTTI NON ALIMENTARI; ;NON ALIMENTARE
4276;20060725;102311;VIA DELLA STAZIONE DELLA STORTA;4; ;0.0;6;ARTIGIANATO;85;LABORATORI ARTIGIANI;49;RIPARAZIONE APPARECCHI ELETTRICI; ; 
