Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Proxilar com.;Permeplus;Flubex;Rothryn 200;Porter;Tator;Garban;Cipex 10E;Vectobac DT;Aquakhotrine;Diflorex;Cymina Plus;Sandokan 7335;Microsin;Roltab;Amplat;Device TB2;Permex 22E;Aqualarv;Nexa;Diflox;No-Larv;Cyperbase;Cipertrin T;Dudin SC 15;Aedex;Skeetal;Adicip;Zamho;Pertrin S;Rotryn 50;Larvistop;Altogran;K-othrine;Bifemite;Solfac;Deltakill flow;Wacip 1000;Decapy flow;Sumilarv;Exit 100;Fendona;Permesol;Diflox cpr.;Diflox flow.;Deltacid;Toolex;Permebase;Garban;Cipekill;Nurelle;Bio-Amplat;Aquacyp;Vectomax;Boxtar;Delta Super;Fenthrin;Mida tarvis;Deadyna;Green Larv;Veloxidin;Baycidal WP 25;Aquapy;Permebase
Via Gerolamo Belloni 112;;RM;Roma;15;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Marco Besso 10;;RM;Roma;15;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Marco Besso 11;;RM;Roma;15;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Taggia 55;;RM;Roma;14;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Brunate 6;;RM;Roma;15;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cassia 834;;RM;Roma;15;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Egidio Albornoz 7;;RM;Roma;13;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Egidio Albornoz 23;;RM;Roma;13;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Gerolamo Rovetta 72;;RM;Roma;3;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ivanoe Bonomi 92;;RM;Roma;3;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Riccardo Riccardi 3;;RM;Roma;5;Italia;larvicida;5;0;01/05/2015;30/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Mazzini 88;;RM;Roma;1;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via F. Civinini 28;;RM;Roma;2;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via C. Matoli 10;;RM;Roma;2;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via C. Matoli 9;;RM;Roma;2;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via del Viminale 38;;RM;Roma;1;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Mazzini 131;;RM;Roma;1;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Carlo Linneo 15;;RM;Roma;2;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Parioli 12-14;;RM;Roma;2;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Angelico 54;;RM;Roma;1;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via T. Tarameni 5;;RM;Roma;2;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ortigama 3b;;RM;Roma;1;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Archimede 174;;RM;Roma;2;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Gandolfi 4;;RM;Roma;13;Italia;larvicida e adulticida;5;5;01/06/2015;01/10/2015;01/06/2015;01/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Germanico 162;00196;RM;Roma;1;Italia;larvicida e adulticida;5;5;11/05/2015;30/09/2015;11/05/2015;30/09/2015;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Tortolini 5;00195;RM;Roma;2;Italia;larvicida e adulticida;5;5;11/05/2015;30/09/2015;11/05/2015;30/09/2015;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Perugino 3;00195;RM;Roma;2;Italia;larvicida e adulticida;5;5;11/05/2015;30/09/2015;11/05/2015;30/09/2015;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Perugino 4;00195;RM;Roma;2;Italia;larvicida e adulticida;5;5;11/05/2015;30/09/2015;11/05/2015;30/09/2015;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via San Valentino 21;00195;RM;Roma;2;Italia;larvicida e adulticida;5;5;11/05/2015;30/09/2015;11/05/2015;30/09/2015;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Chelini 20;00197;RM;Roma;2;Italia;larvicida e adulticida;5;5;11/05/2015;30/09/2015;11/05/2015;30/09/2015;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Monte Zebio 28;00195;RM;Roma;1;Italia;larvicida e adulticida;5;5;11/05/2015;30/09/2015;11/05/2015;30/09/2015;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Boetti Valvassore 80;00139;RM;Roma;3;Italia;larvicida e adulticida;4;4;01/06/2015;30/09/2015;01/06/2015;30/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Monte Amiata 8;00141;RM;Roma;3;Italia;larvicida e adulticida;10;10;30/05/2015;30/11/2015;30/05/2015;30/11/2015;2 volte al mese;2 volte al mese;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Monte Amiata 22-32;00141;RM;Roma;3;Italia;larvicida e adulticida;10;10;30/05/2015;30/11/2015;30/05/2015;30/11/2015;2 volte al mese;2 volte al mese;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mar Rosso 179;00122;RM;Roma;10;Italia;larvicida;10;0;20/04/2015;15/12/2015;-;-;3 settimane;-;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via F. Bonvicini 24;00127;RM;Roma;9;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;x;;;;;;;;;;;;;;;;;;;;;
Via Elio Vittorini 110;00144;RM;Roma;9;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;x;;;;;;;;;;;;;;;;;;;;;
Via Alberto Giolitti 19-21;00127;RM;Roma;9;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;x;;;;;;;;;;;;;;;;;;;;;
Via Ettore Arena 75-101;00128;RM;Roma;9;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;
Via Beato Battista Spagnoli 57;00144;RM;Roma;9;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;
Viale Avignone 89-91;00144;RM;Roma;9;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;
Via G. Vestri 25;00153;RM;Roma;12;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;
Viale della tecnica 162;00144;RM;Roma;9;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;
Via Berna 30-32;00144;RM;Roma;9;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;
Via Antelao 14;00141;RM;Roma;3;Italia;larvicida e adulticida;7;7;mag-15;nov-15;mag-15;nov-15;mensile;mensile;;;;;;;;x;;;;;;;;;x;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via degli Scolopi 19;00135;RM;Roma;14;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Alsietina 56;00168;RM;Roma;14;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Serafino Biffi 26;00168;RM;Roma;14;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Simone Mosca 83;00168;RM;Roma;14;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Trionfale 8204;00135;RM;Roma;14;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via del Forte Trionfale 12;00135;RM;Roma;14;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Largo Rina Morelli 15;00139;RM;Roma;3;Italia;larvicida e adulticida;5;5;24/08/2015;10/12/2015;24/08/2015;10/12/2015;mensile;mensile;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Corrado Mantoni 7-9;00139;RM;Roma;3;Italia;larvicida e adulticida;5;5;24/08/2015;10/12/2015;24/08/2015;10/12/2015;mensile;mensile;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ernesto Rossi 4-20;00155;RM;Roma;4;Italia;larvicida e adulticida;6;6;mag-15;ott-15;mag-15;ott-15;mensile;mensile;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Livio Andronico 58-60;00136;RM;Roma;14;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Laurentina 203;00142;RM;Roma;8;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Grande Muraglia 45;00144;RM;Roma;9;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dell'Imbrecciato 266-268;00148;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via degli Orti Spagnoli 108;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Santorre di Santarosa 67;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Vincenzo Tizzani 28;00151;RM;Roma;12;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Rino Gaetano 7;00138;RM;Roma;3;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Monte Cervialto 167;00139;RM;Roma;3;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Suvereto 220;00139;RM;Roma;3;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Filippo Cordoba 42-44;00139;RM;Roma;3;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Rocca di Papa 15-19;00179;RM;Roma;7;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Alfredo Baccarini 32;00179;RM;Roma;7;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Capuana 190;00137;RM;Roma;3;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Rino Gaetano 23-27;00138;RM;Roma;3;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Calcinaia 23;00139;RM;Roma;3;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Papiniano 42-44;00136;RM;Roma;14;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giannetto Valli 96;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Vezio Crisafulli 116-118;00166;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Vezio Crisafulli 141-143;00166;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Vezio Crisafulli 37-39;00166;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Trionfale 5697;00136;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Sylva Koscina 9-11;00138;RM;Roma;3;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giovanni Faldella 5;00139;RM;Roma;3;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giovacchino Forzano 75;00139;RM;Roma;3;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Sacco Pastore 37;00141;RM;Roma;3;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Gaetano Fuggetta 47;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Gaetano Fuggetta 68;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Camillo Montalcini 12;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Domenico Lupatelli 56;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Savorelli 54;00165;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Carlo Galassi Paluzzi 3-5-7;00167;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ischia di Castro 25;00189;RM;Roma;15;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Flaminia Nuova 238;00191;RM;Roma;15;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Flaminia Nuova 246;00191;RM;Roma;15;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ripandelli 8;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Domenico Lupatelli 64g;00149;RM;Roma;11;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Felice Cicconetti 1-3-7;00169;RM;Roma;6;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cartesio 139;00137;RM;Roma;4;Italia;larvicida e adulticida;5;5;giu-15;set-15;giu-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Nicola Festa 13;00137;RM;Roma;4;Italia;larvicida e adulticida;5;5;giu-15;set-15;giu-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Buazzelli 21;00137;RM;Roma;4;Italia;larvicida e adulticida;5;5;giu-15;set-15;giu-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pietro Aretino 41;00137;RM;Roma;4;Italia;larvicida e adulticida;5;5;giu-15;set-15;giu-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via C.L. Bragaglia 190-192;00138;RM;Roma;3;Italia;larvicida e adulticida;5;5;giu-15;set-15;giu-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Passo del Turchino 14;00139;RM;Roma;3;Italia;larvicida e adulticida;5;5;giu-15;set-15;giu-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
