Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Proxilar com.;Permeplus;Flubex;Rothryn 200;Porter;Tator;Garban;Cipex 10E;Vectobac DT;Aquakhotrine;Diflorex;Cymina Plus;Sandokan 7335;Microsin;Roltab;Amplat;Device TB2;Permex 22E;Aqualarv;Nexa;Diflox;No-Larv;Cyperbase;Cipertrin T;Dudin SC 15;Aedex;Skeetal;Adicip;Zamho;Pertrin S;Rotryn 50;Larvistop;Altogran;K-othrine;Bifemite;Solfac;Deltakill flow;Wacip 1000;Decapy flow;Sumilarv;Exit 100;Fendona;Permesol;Diflox cpr.;Diflox flow.;Deltacid;Toolex;Permebase;Garban;Cipekill;Nurelle;Bio-Amplat;Aquacyp;Vectomax;Boxtar;Delta Super;Fenthrin;Mida tarvis;Deadyna;Green Larv;Veloxidin;Baycidal WP 25;Aquapy;Permebase
Via Ormisda 10;00165;;;13;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Innocenzo XI 44;00165;;;13;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via G.B. De Rossi 16;00161;;;1;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza San Pancrazio 13;00152;;;12;;larvicida e adulticida;6;6;mag-15;ago-15;mag-15;ago-15;3 settimane;3 settimane;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Savoia 44;00198;;;2;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Valenziani 12;00187;;;2;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Piazza Augusto Imperatore 22-27-32;00186;;;1;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Bragaglia 92;00139;;;15;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via crescenzio 17;00139;;;1;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via del Corso 509;00139;;;1;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Giulio Romano 44;00196;;;2;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Gastinelli 218-220;00100;;;6;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Nazionale 87;00184;;;1;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Puppini 8;00100;;;6;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Apuania 12;00162;;;2;;adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Apuania 57;00162;;;2;;adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Apuania 13;00162;;;2;;adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Apuania 14;00162;;;2;;adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Nepi 15;00191;;;15;;larvicida e adulticida;8;8;17/05/2015;17/10/2015;17/05/2015;17/10/2015;2 settimane;2 settimane;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Gaverina 11-15;00166;;;14;;larvicida e adulticida;8;8;17/05/2015;17/10/2015;17/05/2015;17/10/2015;2 settimane;2 settimane;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Carso 9;00195;;;1;;larvicida e adulticida;8;8;17/05/2015;17/10/2015;17/05/2015;17/10/2015;2 settimane;2 settimane;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Andrea Doria 27;00192;;;1;;larvicida e adulticida;8;8;17/05/2015;17/10/2015;17/05/2015;17/10/2015;2 settimane;2 settimane;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cropalati 27;;;;7;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
Via Pervici 14;;;;6;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
Via Luscino 11;;;;7;;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
Via Caduti della Resistenza 724;;;;9;;larvicida;9;0;apr-15;dic-15;apr-15;dic-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Vitaliano Rotellini 163;;;;9;;larvicida;9;0;apr-15;dic-15;apr-15;dic-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Mezzocammino 121;;;;9;;larvicida;9;0;apr-15;dic-15;apr-15;dic-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Leonardo Da Vinci 243;;;;8;;larvicida e adulticida;3;3;15/06/2015;21/08/2015;15/06/2015;21/08/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mario Broglio 43-49-55;00173;;;7;;larvicida e adulticida;4;4;06/06/2015;set-15;06/06/2015;set-15;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza Ilia peikov 3-8-13;00173;;;7;;larvicida e adulticida;4;4;06/06/2015;set-15;06/06/2015;set-15;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via luigi di Sarro 14;00173;;;7;;larvicida e adulticida;4;4;06/06/2015;set-15;06/06/2015;set-15;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza ilia peikov 16;00173;;;7;;larvicida e adulticida;4;4;06/06/2015;set-15;06/06/2015;set-15;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via primo Conti 1;00173;;;7;;larvicida e adulticida;4;4;06/06/2015;set-15;06/06/2015;set-15;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Achille Capizzano 6;00173;;;7;;larvicida e adulticida;4;4;06/06/2015;set-15;06/06/2015;set-15;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Achille Capizzano 2;00173;;;7;;larvicida e adulticida;4;4;06/06/2015;set-15;06/06/2015;set-15;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Enzo Benedetto 17;00173;;;7;;larvicida e adulticida;4;4;06/06/2015;set-15;06/06/2015;set-15;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Enzo benedetto 14-18;00173;;;7;;larvicida e adulticida;4;4;06/06/2015;set-15;06/06/2015;set-15;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Achille Capizzano 12;00173;;;7;;larvicida e adulticida;4;4;06/06/2015;set-15;06/06/2015;set-15;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mario del Monaco 42;00138;;;3;;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Rousseau 97;00137;;;3;;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Rousseau 81;00137;;;3;;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Monte Meta 24-26;00139;;;3;;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Renato salvatori 40-42;00173;;;7;;larvicida;4;0;11/06/2015;11/09/2015;-;-;mensile;-;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dell'Orsa Maggiore 125;00144;;;9;;larvicida e adulticida;2;2;giu-15;lug-15;giu-15;lug-15;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Comano 2;00139;;;3;;larvicida e adulticida;6;6;mag-15;ott-15;mag-15;ott-15;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giovanni Conti 1;00139;;;3;;larvicida e adulticida;6;6;mag-15;ott-15;mag-15;ott-15;mensile;mensile;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via orazio console 140;00128;;;9;;larvicida e adulticida;4;4;25/06/2015;29/09/2015;25/06/2015;29/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
