Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Adulticida;Adicip;Amplat;Aquacyp;Aquakhotrine;Aquapy;Bifemite;Bio-Amplat;Bio Revanol;Boxtar;Cipekill EC;Cipertrin T;Ciperwall;Cipex 10E;Crackdown Rapid;Cymina Plus;Cymina Ultra Tec;Cyperbase;Deadyna;Decapy flow;Deltabios;Deltacid 25P;Deltakill flow;Deltasect;Delta Super;Deltrin flow;Ekoset;Etocinque;Exit 100;Fendona;Fenthrin;Garban;K-othrine AL;K othrine flow 25;Microsin;Microthrin;Nexa;Nurelle;Permebase;Permeplus;Permesol;Permex 22E;Pertrin L;Pertrin S;Piretrum micro;Pluricid;Romal 65;Rothryn 200;Rothryn 50;Sintores;Solfac;Tator;Tetracip Zapi;Tetraperm ABD;Veloxidin;Wacip 1000;Zamho;Larvicida;Aedex;Altogran;Aqua-larv;Aquatain;Baycidal WP 25;Device TB2;Diflox cpr.;Diflox flow.;DuDim SC15;DuDim TB2;Flubex;Green Larv;Juvenox sc 15;Larvistop;No-Larv;Porter;Proxilar com.;Roltab;Sandokan 7335;Skeetal;Sumilarv;Vectobac DT;Vectobac G;Vectobac 12 AS;Vectomax;Toolex;;Cipermetrina (adulticida);Tetrametrina (adulticida);Diflubenzuron (Larvicida);Pyriproxyfen (Larvicida);Non Specificato
Parcheggio Faravelli 28/30;00195;RM;Roma;15;Italia;Larvicida e Adulticida;5;5;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;;;
Via Teofilo Folengo 49;00137;RM;Roma;3;Italia;Larvicida e Adulticida;5;5;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;;;
Via Sambucuccio D'Alando 19;00162;RM;Roma;2;Italia;Adulticida;5;5;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cassia 962;00189;RM;Roma;15;Italia;Larvicida e Adulticida;6;6;giu-16;set-16;giu-16;set-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Accademia Tiberina 3;00147;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Accademia Tiberina 7;00147;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Accademia Tiberina 22;00147;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Poggio Ameno 86;00147;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Poggio Ameno 106;00147;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Accademia Albertina 30/23/38;00147;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Largo Accademia Tiberina 5;00147;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Vittore Carpaccio 32;00147;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Vittore Carpaccio 46;00147;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Aristide Leonori 113A/B;00147;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Accademia Di Brera 3;00147;RM;Roma;8;Italia;Larvicida e Adulticida;;;apr-16;ott-16;apr-16;ott-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Ubaldo Comandini 29A;00173;RM;Roma;7;Italia;Larvicida e Adulticida;3;3;giu-16;set-16;giu-16;set-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Appiano 45;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
Via Tullio Levi Civita 16;00146;RM;Roma;8;Italia;Larvicida e Adulticida;;;mag-16;ago-16;mag-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;
Via S. Pio V 140;00165;RM;Roma;13;Italia;Larvicida e Adulticida;;;giu-16;ago-16;giu-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;
Via Ostiense 150;00119;RM;Roma;8;Italia;Larvicida e Adulticida;5;5;giu-16;set-16;giu-16;set-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Menofilo 58;00178;RM;Roma;7;Italia;Larvicida e Adulticida;5;5;giu-16;set-16;giu-16;set-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Villa Di Faonte 71;00139;RM;Roma;3;Italia;Larvicida;4;;giu-16;set-16;;;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Villa Di Faonte 95;00139;RM;Roma;3;Italia;Larvicida;4;;giu-16;set-16;;;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Alessandro Torlonia 12;00161;RM;Roma;2;Italia;Adulticida;;;;;giu-16;set-16;;4/5 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Livilla 7;00175;RM;Roma;7;Italia;Adulticida;;;;;giu-16;set-16;;4/5 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Livilla 29;00175;RM;Roma;7;Italia;Adulticida;;;;;giu-16;set-16;;4/5 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Primo Conti 24;00173;RM;Roma;7;Italia;Adulticida;;;;;giu-16;set-16;;4/5 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Alberto Burri 44;00173;RM;Roma;7;Italia;Adulticida;;;;;giu-16;set-16;;4/5 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale S. Giovanni Bosco 86;00175;RM;Roma;7;Italia;Adulticida;;;;;giu-16;set-16;;4/5 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale S. Giovanni Bosco 110;00175;RM;Roma;7;Italia;Adulticida;;;;;giu-16;set-16;;4/5 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale S. Giovanni Bosco 128;00175;RM;Roma;7;Italia;Adulticida;;;;;giu-16;set-16;;4/5 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Calpurnio Fiamma 53;00175;RM;Roma;7;Italia;Adulticida;;;;;giu-16;set-16;;4/5 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Valerio Flacco 1;00175;RM;Roma;7;Italia;Adulticida;;;;;giu-16;set-16;;4/5 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Valerio Flacco 11;00175;RM;Roma;7;Italia;Adulticida;;;;;giu-16;set-16;;4/5 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Acquaro 8;00178;RM;Roma;7;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;
Via Acquaro 24;00178;RM;Roma;7;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;
Via Acquaro 110;00178;RM;Roma;7;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;
Via Filippo Civinini 28;00197;RM;Roma;2;Italia;Larvicida e Adulticida;5;5;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Cesare Matoli 10;00197;RM;Roma;2;Italia;Larvicida e Adulticida;5;5;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Viale G. Mazzini 88;00198;RM;Roma;1;Italia;Larvicida e Adulticida;5;5;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Sabotino 46;00195;RM;Roma;1;Italia;Larvicida e Adulticida;5;5;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Carlo Linneo 15;00197;RM;Roma;2;Italia;Larvicida e Adulticida;5;5;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Archimede 174;00197;RM;Roma;2;Italia;Larvicida e Adulticida;5;5;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Ortigama 3b;00195;RM;Roma;1;Italia;Larvicida e Adulticida;5;5;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via dei Gandolfi 4;00135;RM;Roma;13;Italia;Larvicida e Adulticida;5;5;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Francesco Ripandelli 8;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Largo Sperlonga 18;00189;RM;Roma;15;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Carlo Pirzio Biroli Fab. 3;00189;RM;Roma;15;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Carlo Pirzio Biroli Fab. 4;00189;RM;Roma;15;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Gaetano Fuggetta 47;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Gaetano Fuggetta 68;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Enrico Mizzi 1;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Domenico Lupatelli 56;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via dei Savorelli 103;00165;RM;Roma;13;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via dei Savorelli 54;00165;RM;Roma;13;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Pallanza 19;00166;RM;Roma;14;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Carlo Galassi Paluzzi 3/5/7;00167;RM;Roma;13;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Flaminia Nuova 246;00191;RM;Roma;15;Italia;Larvicida e Adulticida;;;apr-16;set-16;apr-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Francesco Massi 12;00152;RM;Roma;12;Italia;Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Aristofane 41;00125;RM;Roma;10;Italia;Larvicida;;;mag-16;set-16;;;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
Via Aurelio Milloss 140;00128;RM;Roma;9;Italia;Adulticida;;;mag-16;set-16;;;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cina 40;00144;RM;Roma;9;Italia;Adulticida;;;;;giu-16;set-16;;Mensile;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mar della Cina 248;00144;RM;Roma;9;Italia;Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Alessandro Terracini 11H;00134;RM;Roma;9;Italia;Larvicida e Adulticida;;;mag-16;set-16;mag-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
Via Mario Soldati 91/93;00139;RM;Roma;3;Italia;Larvicida e Adulticida;2;6;mag-16;giu-16;mag-16;set-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;x;;;;;;;;;;;;;;;
Via del Viminale 38;00184;RM;Roma;1;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Gregorio VII 198/216;00165;RM;Roma;13;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Andrea Bregno 45;00196;RM;Roma;2;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Alberico Albricci 7;00135;RM;Roma;15;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Perugino 3;00196;RM;Roma;2;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Largo Oreste Giorgi 9;00165;RM;Roma;13;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Domenico Chelini 20;00197;RM;Roma;2;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Ferdinando Galiani 29/31;00191;RM;Roma;15;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via dei Gracchi 278;00192;RM;Roma;1;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Domenico Chelini 33;00197;RM;Roma;2;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Germanico 146;00192;RM;Roma;1;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Monte Zebio 25;00195;RM;Roma;1;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Perugino 4;00196;RM;Roma;2;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Polonia 7;00198;RM;Roma;2;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Flaminia 443;00196;RM;Roma;2;Italia;Larvicida e Adulticida;7;7;giu-16;dic-16;giu-16;dic-16;3/4 settimane;3/4 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
