Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Adulticida;Adicip;Amplat;Aquacyp;Aquakhotrine;Aquapy;Bifemite;Bio-Amplat;Bio Revanol;Boxtar;Cipekill EC;Cipertrin T;Ciperwall;Cipex 10E;Crackdown Rapid;Cymina Plus;Cymina Ultra Tec;Cyperbase;Deadyna;Decapy flow;Deltabios;Deltacid 25P;Deltakill flow;Deltasect;Delta Super;Deltrin flow;Ekoset;Etocinque;Exit 100;Fendona;Fenthrin;Garban;K-othrine AL;K othrine flow 25;Microsin;Microthrin;Nexa;Nurelle;Permebase;Permeplus;Permesol;Permex 22E;Pertrin L;Pertrin S;Piretrum micro;Pluricid;Romal 65;Rothryn 200;Rothryn 50;Sintores;Solfac;Tator;Tetracip Zapi;Tetraperm ABD;Veloxidin;Wacip 1000;Zamho;Larvicida;Aedex;Altogran;Aqua-larv;Aquatain;Baycidal WP 25;Device TB2;Diflox cpr.;Diflox flow.;DuDim SC15;DuDim TB2;Flubex;Green Larv;Juvenox sc 15;Larvistop;No-Larv;Porter;Proxilar com.;Roltab;Sandokan 7335;Skeetal;Sumilarv;Vectobac DT;Vectobac G;Vectobac 12 AS;Vectomax;Toolex;;Cipermetrina (adulticida);Tetrametrina (adulticida);Diflubenzuron (Larvicida);Pyriproxyfen (Larvicida);Non Specificato
Viale di Villa Pamphili 199;00154;RM;Roma;12;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Viale dei Quattro Venti 166;00155;RM;Roma;12;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Giovanni Battista Falda 11;00156;RM;Roma;12;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Piazzale Enrico Dunant 59;00157;RM;Roma;12;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Piazzale Enrico Dunant 40;00158;RM;Roma;12;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Andrea Busiri Vici 42/A;00159;RM;Roma;12;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Valdagno 21;00191;RM;Roma;15;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Castefranco Veneto 125;00191;RM;Roma;15;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Decimo Laberio 15;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Decimo Laberio 26;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via S. Fulgenzio 14;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via S. Fulgenzio 4;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Largo Lucio Apuleio 5;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Largo Lucio Apuleio 11;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Marco Atilio 25;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Marco Atilio 33;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Minucio Felice 7;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Quinto Fabio Pittore 27;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Tito Livio 166;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Cesare de Fabritiis 22;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Cesare de Fabritiis37;00136;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via dell'Acqua Traversa 232;00185;RM;Roma;14;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Augusto Armellini 123;00146;RM;Roma;11;Italia;Larvicida e Adulticida;;;apr-16;ago-16;apr-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Pian Due Torri 45/55;00146;RM;Roma;11;Italia;Larvicida e Adulticida;;;apr-16;ago-16;apr-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Lungotevere della Magliana 132;00146;RM;Roma;11;Italia;Larvicida e Adulticida;;;apr-16;ago-16;apr-16;ago-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Poggiridenti 6;00118;RM;Roma;7;Italia;Larvicida e Adulticida;;;mag-16;ott-16;mag-16;ott-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;x;
Via Laurentina 32;00142;RM;Roma;8;Italia;Larvicida e Adulticida;;;giu-16;ott-16;giu-16;ott-16;Mensile;Mensile;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Fermo Gnibene 18;00144;RM;Roma;9;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Pietro Venturi 16;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Luigi Solidati Tiburzi 3;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Pietro Venturi 54;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via degli Irlandesi 73;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via degli Irlandesi 75;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Viale Prospero Colonna 9;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Viale Prospero Colonna 15;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via San Martino Valperga 15;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Domenico Lupatelli 62/E;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Enrico Albanese 63;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Nicola Laurantoni 10;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Pietro Maroncelli 20/22;00149;RM;Roma;11;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Piazza Ippolito Nievo 1;00153;RM;Roma;12;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Via Magnagrecia 30/A;00183;RM;Roma;7;Italia;Larvicida e Adulticida;;;mag-16;lug-16;mag-16;lug-16;Mensile;Mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;
Viale Telese 41;00177;RM;Roma;5;Italia;Larvicida;;;lug-16;nov-16;;;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Nanchino 222;00144;RM;Roma;9;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Carmelo Maestrini 294;00128;RM;Roma;9;Italia;Larvicida e Adulticida;;;giu-16;set-16;giu-16;set-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Albalonga 70;00183;RM;Roma;7;Italia;Larvicida e Adulticida;;;giu-16;nov-16;giu-16;nov-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Viale del Tintoretto 395/399;00142;RM;Roma;8;Italia;Larvicida;;;mag-16;ott-16;;;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;
Via Baldovinetti 26;00142;RM;Roma;8;Italia;Larvicida;;;mag-16;ott-16;;;Mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;
Via Ferdinando Maria Poggioli 24;00139;RM;Roma;3;Italia;Larvicida e Adulticida;;;apr-16;ago-16;apr-16;ago-16;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;x;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Larvicidi;;;Adulticidi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;285;;;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;73;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;77;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;12;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
