MUN,Prot. AMA caditoie,AREA,A.E.T.,ZONA,"VIA, PIAZZA etc.",TRATTA,"Metri
[*2]","ORARIO DI SERVIZIO PERIODO 
B","ORARIO DI SERVIZIO PERIODO 
A","ORARIO DI SERVIZIO PERIODO 
C","FREQUENZA 
B","FREQUENZA 
A","IDENTIFICATIVO SQUADRE PERIODO 
B","IDENTIFICATIVO SQUADRE PERIODO 
A",1/11/17,2/11/17,3/11/17,4/11/17,5/11/17,6/11/17,7/11/17,8/11/17,9/11/17,10/11/17,11/11/17,12/11/17,13/11/17,14/11/17,15/11/17,16/11/17,17/11/17,18/11/17,19/11/17,20/11/2017 - inizio B,21/11,22/11,23/11,24/11,25/11,26/11,27/11,28/11,29/11,30/11,1/12,2/12,3/12,4/12,5/12,6/12,7/12,8/12,9/12,10/12,11/12/2017 - inizio A,12/12,13/12,14/12,15/12,16/12,17/12,18/12,19/12,20/12,21/12,22/12,23/12,24/12,25/12,26/12,27/12,28/12,29/12,30/12,31/12,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,"10/01/2018
inizio B",11/1,12/1,13/1,14/1,15/1,16/1,17/1,18/1,19/1,20/1,21/1,22/1,23/1,24/1,25/1,26/1,27/1,28/1,29/1,30/1,31/1
II,SIMU,SA,A03AK,03A,VIA DELLA BATTERIA NOMENTANA,,872,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
II,,SA,A03AK,03A,VIA DI S. ANGELA MERICI,,796,,,,B2,A3,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,67151/2016E,SA,A04AB,04A,PIAZZA CONCA D'ORO,,500,,,,B1,A3,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,X,
III,SIMU,SA,A04AC,04A,VIALE TIRRENO,,3768,,,,B1,A3,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04AD,04A,LARGO VALSOLDA,,250,,,,B1,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,X,
III,SIMU,SA,A04AE,04A,VIA NOMENTANA,VIA VAL BREMBANA - LARGO VALSOLDA,1400,,,,B1,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04AD,04A,VIA DEI CAMPI FLEGREI,,352,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AD,04A,VIA VAL CHISONE,,520,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AD,04A,VIA VAL D'AOSTA,,820,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AD,04A,VIA VAL DI FASSA,VIA DEI CAMPI FLEGREI VIA VAL CHISONE,248,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AD,04A,VIA VAL TROMPIA,,622,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AD,04A,VIA VALDINIEVOLE,,144,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AD,04A,VIA VALPOLICELLA,VIA VAL D'AOSTA VIA DEI CAMPI FLEGREI,280,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AD,04A,VIA VALSOLDA,,3160,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AD,04A,VIA VALSUGANA,LARGO VALSUGANA VIA DEI CAMPI FLEGREI,230,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AE,04A,PIAZZA VULTURE,,300,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AE,04A,VIA CAMALDOLI,VIA MONTE NEVOSO - VIA MONTE GEMMA,100,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AE,04A,VIA CATRIA,VIA PASSO DEL FURLO - VIA CIMONE,132,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AE,04A,VIA CIMONE,VIA PASSO DEL FURLO - VIA MONTE PRAMAGGIORE,108,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AE,04A,VIA COL DELLA PORRETTA,VIA CAPO PELORO - VIA MONTE FARAONE,328,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AE,04A,VIA COLFIORITO,,200,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AE,04A,VIA DELLA CISA,,476,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AE,04A,VIA DI MONTE SACRO,,878,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AE,04A,VIA FALTERONA,VIA NOMENTANA  - VIA MONTE SERRONE,160,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,
III,,SA,A04AE,04A,VIA FAVIGNANA,VIA MONTE NEVOSO - VIA MONTE GEMMA,200,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04AE,04A,VIA LEVANNA,LARGO LEVANNA VIA NOMENTANA,700,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04AE,04A,VIA MONTE TOMATICO,PIAZZA CIMONE VIA PICCO DEI TRE SIGNORI,468,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,SIMU,SA,A04AE,04A,VIA NOMENTANA NUOVA,VIA VAL D'OSSOLA VIA VALSOLDA,660,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04AE,04A,VIA PIZZO BERNINA,VIA ISOLA BELLA VIA JACOPO SANNAZZARO,236,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04AE,04A,VIA SANT'ANTIOCO,VIA NOMENTANA VIA DELLA CISA,80,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04AE,04A,VIA TIFATA,VIA NOMENTANA VIA DELLA CISA,88,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04AE,04A,VIALE ADRIATICO,VIA ABETONE  VIA STELVIO,1200,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,SIMU,SA,A04AC,04B,VIALE JONIO (compreso P.le Jonio),,5000,,,,B1,A3,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,X,
III,66889/2016E,SA,A04BC,04B,VIA GIOVANNI CONTI,,1877,,,,B1,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,X,
III,66889/2016E,SA,A04BC,04B,VIA MONTE MASSICO,,1600,,,,B1,A3,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,X,
III,66889/2016E,SA,A04BC-BD,04B,VIA CAPRAIA,,1352,,,,B1,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,X
III,66889/2016E,SA,A04BD,04B,VIA DELLE ISOLE CURZOLANE,,3800,,,,B1,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,X
III,66889/2016E,SA,A04BD,04B,VIA DI VALLE MELAINA,,962,,,,B1,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,X
III,66889/2016E,SA,A04BD,04B,VIA MONTE ROCCHETTA,,780,,,,B1,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,X
III,66889/2016E,SA,A04BD,04B,VIA MONTE RUGGERO,,1068,,,,B1,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,X
III,66889/2016E,SA,A04BD,04B,VIA SCARPANTO,,822,,,,B1,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,X
III,67151/2016E,SA,A04BG,04B,VIA RENATO FUCINI,,2400,,,,B1,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,X
III,,SA,A04BB,04B,VIA UGO DELLA SETA,,938,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BC,04B,VIA MONTE EPOMEO,,520,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BC,04B,VIA MONTE PETRELLA,,1040,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BC,04B,VIA MONTE PETROSO,,380,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BC,04B,VIA MONTE S. VICINO,,540,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BE,04B,PIAZZA MONTE GENNARO,,80,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BE,04B,VIA DELLA BUFALOTTA,,1128,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BE,04B,VIA DELLE VIGNE NUOVE,,470,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BE,04B,VIA MONVISO,VIALE ADRIATICO VIA BISENTINA,310,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,66889/2016E,SA,A04BF,04B,VIA DELLA CECCHINA,,540,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,66889/2016E,SA,A04BF,04B,VIA LUIGI CAPUANA,,3000,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BF,04B,PIAZZA PIER CARLO TALENTI,,400,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BF,04B,VIA FRANCO SACCHETTI,VIA GIOVANNI PAPINI - VIA NICOLA FESTA,180,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BF,04B,VIA MATTEO BANDELLO,,528,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BG,04B,LARGO GIUSEPPE ROVANI,,560,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BG,04B,VIA ROBERTO BRACCO,,994,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,A04BH,04B,PIAZZA ANTONIO BALDINI,,420,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,A04BH,04B,PIAZZA LAPO GIANNI,,240,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,SIMU,SA,A04BH,04B,VIA ARTURO GRAF,,533,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,A04BH,04B,VIA ETTORE ROMAGNOLI,   ,2230,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,A04BH,04B,VIA GUELFO CIVININI,PIAZZA ANTONIO BALDINI VIA GIOVANNI PONTANO,160,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,SIMU,SA,A04BJ,04B,VIA DI CASAL BOCCONE,,5866,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,A04BJ,04B,VIA GEROLAMO ROVETTA,VIA ADRIANO TILGHER VIA GIACOMO ZANELLA,260,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,SIMU,SA,UIS/DECORO,04B,VIA UGO OJETTI,,,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,,SA,A04BA,04C,VIA EUGENIO CHIESA,,700,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BA,04C,VIA FILIPPO ANTONIO GUALTERIO,,1500,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04BA,04C,VIA STAZZEMA,,320,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,
III,,SA,A04CA,04C,VIA DELLA STAZIONE DI SETTEBAGNI,,744,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,A04CA,04C,VIA DI CASTEL GIUBILEO,,3460,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,A04CA,04C,VIA DI SETTEBAGNI,,1610,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,A04CE,04C,PIAZZA MINUCCIANO,,240,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,A04CE,04C,VIA CHIUSI,,1000,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,A04CE,04C,VIA PECCIOLI,,800,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,A04CE,04C,VIA SEGGIANO,,306,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,,04C,SALITA CASTEL GIUBILEO,,2980,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,,04C,STAZIONE FERROVIARIA DI SETTEBAGNI,,700,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,,04C,VIA COPPOLA DEI MUSITANI,,320,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,,04C,VIA CORRADO MANTONI,,400,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,,04C,VIA FERDINANDO MARIA POGGIOLI,,500,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,,04C,VIA FOSDINOVO,,300,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,,04C,VIA GIORGIO LA PIRA,,2620,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,,04C,VIA PETRO FOSCARI,,1100,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,,04C,VIA PIAN DI SCò,,1300,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,SIMU,SA,,04C,VIA PRATI FISCALI,DA P.LE JONIO A VIA SALARIA ALTEZZA ASSISTENZA AL VOLO,3600,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,X
III,,SA,,04C,VIA S. MARIA DELLA SPERANZA,,1000,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,
III,,SA,,04C,VIA S.GIOVANNI VAL D'ARNO,TRAVERSA SALARIA VECCHIA,772,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,
III,,SA,,04C,VIA SALARIA VECCHIA,RACCORDO TRATTO DA GRA A RM-FI,2400,,,,B2,A3,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,
